State,District,Crop,Year,Season,Area,Production,Yield,Annual_Rainfall
Chhattisgarh,DHAMTARI,Onion,2007,Whole Year,149.0,631.0,4.234899329,1281.2
Chhattisgarh,DHAMTARI,Onion,2008,Whole Year,92.0,527.0,5.72826087,1108.5
Chhattisgarh,DHAMTARI,Onion,2009,Whole Year,49.0,208.0,4.244897959,956.6
Chhattisgarh,DURG,Onion,2007,Whole Year,61.0,226.0,3.704918033,1281.2
Chhattisgarh,DURG,Onion,2008,Whole Year,74.0,331.0,4.472972973,1108.5
Chhattisgarh,DURG,Onion,2009,Whole Year,158.0,491.0,3.107594937,956.6
Chhattisgarh,JANJGIR-CHAMPA,Onion,2007,Whole Year,388.0,2020.0,5.206185567,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Onion,2008,Whole Year,385.0,2220.0,5.766233766,1108.5
Chhattisgarh,JANJGIR-CHAMPA,Onion,2009,Whole Year,394.0,2147.0,5.449238579,956.6
Chhattisgarh,JASHPUR,Onion,2007,Whole Year,409.0,2429.0,5.938875306,1281.2
Chhattisgarh,JASHPUR,Onion,2008,Whole Year,413.0,3070.0,7.433414044,1108.5
Chhattisgarh,JASHPUR,Onion,2009,Whole Year,822.0,4969.0,6.045012165,956.6
Chhattisgarh,KABIRDHAM,Onion,2007,Whole Year,168.0,663.0,3.946428571,1281.2
Chhattisgarh,KABIRDHAM,Onion,2008,Whole Year,172.0,586.0,3.406976744,1108.5
Chhattisgarh,KABIRDHAM,Onion,2009,Whole Year,185.0,503.0,2.718918919,956.6
Chhattisgarh,KANKER,Onion,2007,Whole Year,41.0,186.0,4.536585366,1281.2
Chhattisgarh,KANKER,Onion,2008,Whole Year,41.0,225.0,5.487804878,1108.5
Chhattisgarh,KANKER,Onion,2009,Whole Year,41.0,167.0,4.073170732,956.6
Chhattisgarh,KORBA,Onion,2007,Whole Year,136.0,708.0,5.205882353,1281.2
Chhattisgarh,KORBA,Onion,2008,Whole Year,118.0,618.0,5.237288136,1108.5
Chhattisgarh,KORBA,Onion,2009,Whole Year,148.0,620.0,4.189189189,956.6
Chhattisgarh,KOREA,Onion,2007,Whole Year,101.0,379.0,3.752475248,1281.2
Chhattisgarh,KOREA,Onion,2008,Whole Year,116.0,535.0,4.612068966,1108.5
Chhattisgarh,KOREA,Onion,2009,Whole Year,103.0,361.0,3.504854369,956.6
Chhattisgarh,MAHASAMUND,Onion,2007,Whole Year,212.0,911.0,4.297169811,1281.2
Chhattisgarh,MAHASAMUND,Onion,2008,Whole Year,188.0,880.0,4.680851064,1108.5
Chhattisgarh,MAHASAMUND,Onion,2009,Whole Year,219.0,894.0,4.082191781,956.6
Chhattisgarh,NARAYANPUR,Onion,2007,Whole Year,1.0,9.0,9.0,1281.2
Chhattisgarh,NARAYANPUR,Onion,2008,Whole Year,1.0,6.0,6.0,1108.5
Chhattisgarh,NARAYANPUR,Onion,2009,Whole Year,1.0,4.0,4.0,956.6
Chhattisgarh,RAIGARH,Onion,2007,Whole Year,568.0,3675.0,6.470070423,1281.2
Chhattisgarh,RAIGARH,Onion,2008,Whole Year,521.0,4139.0,7.944337812,1108.5
Chhattisgarh,RAIGARH,Onion,2009,Whole Year,550.0,3380.0,6.145454545,956.6
Chhattisgarh,RAIPUR,Onion,2007,Whole Year,285.0,1225.0,4.298245614,1281.2
Chhattisgarh,RAIPUR,Onion,2008,Whole Year,358.0,1615.0,4.511173184,1108.5
Chhattisgarh,RAIPUR,Onion,2009,Whole Year,392.0,1600.0,4.081632653,956.6
Chhattisgarh,RAJNANDGAON,Onion,2007,Whole Year,206.0,719.0,3.490291262,1281.2
Chhattisgarh,RAJNANDGAON,Onion,2008,Whole Year,219.0,790.0,3.607305936,1108.5
Chhattisgarh,RAJNANDGAON,Onion,2009,Whole Year,223.0,728.0,3.264573991,956.6
Chhattisgarh,SURGUJA,Onion,2007,Whole Year,1275.0,5341.0,4.189019608,1281.2
Chhattisgarh,SURGUJA,Onion,2008,Whole Year,1337.0,4974.0,3.72026926,1108.5
Chhattisgarh,SURGUJA,Onion,2009,Whole Year,1409.0,4945.0,3.509581263,956.6
Chhattisgarh,BASTAR,Other Rabi pulses,2007,Rabi,18.0,7.0,0.388888889,1281.2
Chhattisgarh,BASTAR,Other Rabi pulses,2008,Rabi,14.0,4.0,0.285714286,1108.5
Chhattisgarh,BASTAR,Other Rabi pulses,2009,Rabi,11.0,4.0,0.363636364,956.6
Chhattisgarh,BIJAPUR,Other Rabi pulses,2007,Rabi,112.0,4.0,0.035714286,1281.2
Chhattisgarh,BIJAPUR,Other Rabi pulses,2008,Rabi,61.0,8.0,0.131147541,1108.5
Chhattisgarh,BILASPUR,Other Rabi pulses,2007,Rabi,288.0,5.0,0.017361111,1281.2
Chhattisgarh,BILASPUR,Other Rabi pulses,2008,Rabi,268.0,40.0,0.149253731,1108.5
Chhattisgarh,BILASPUR,Other Rabi pulses,2009,Rabi,268.0,20.0,0.074626866,956.6
Chhattisgarh,DHAMTARI,Other Rabi pulses,2007,Rabi,135.0,48.0,0.355555556,1281.2
Chhattisgarh,DHAMTARI,Other Rabi pulses,2008,Rabi,137.0,48.0,0.350364964,1108.5
Chhattisgarh,DHAMTARI,Other Rabi pulses,2009,Rabi,121.0,39.0,0.32231405,956.6
Chhattisgarh,DURG,Other Rabi pulses,2007,Rabi,6.0,2.0,0.333333333,1281.2
Chhattisgarh,DURG,Other Rabi pulses,2009,Rabi,1.0,6.0,6.0,956.6
Chhattisgarh,JANJGIR-CHAMPA,Other Rabi pulses,2007,Rabi,152.0,28.0,0.184210526,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Other Rabi pulses,2008,Rabi,189.0,68.0,0.35978836,1108.5
Chhattisgarh,JASHPUR,Other Rabi pulses,2007,Rabi,630.0,20.0,0.031746032,1281.2
Chhattisgarh,JASHPUR,Other Rabi pulses,2008,Rabi,641.0,23.0,0.035881435,1108.5
Chhattisgarh,KABIRDHAM,Other Rabi pulses,2007,Rabi,15.0,5.0,0.333333333,1281.2
Chhattisgarh,KABIRDHAM,Other Rabi pulses,2008,Rabi,35.0,11.0,0.314285714,1108.5
Chhattisgarh,KANKER,Other Rabi pulses,2007,Rabi,10.0,3.0,0.3,1281.2
Chhattisgarh,KANKER,Other Rabi pulses,2008,Rabi,10.0,4.0,0.4,1108.5
Chhattisgarh,KANKER,Other Rabi pulses,2009,Rabi,10.0,3.0,0.3,956.6
Chhattisgarh,KORBA,Other Rabi pulses,2007,Rabi,438.0,16.0,0.03652968,1281.2
Chhattisgarh,KORBA,Other Rabi pulses,2008,Rabi,434.0,18.0,0.041474654,1108.5
Chhattisgarh,KORBA,Other Rabi pulses,2009,Rabi,43.0,15.0,0.348837209,956.6
Chhattisgarh,MAHASAMUND,Other Rabi pulses,2007,Rabi,44.0,15.0,0.340909091,1281.2
Chhattisgarh,MAHASAMUND,Other Rabi pulses,2008,Rabi,51.0,17.0,0.333333333,1108.5
Chhattisgarh,MAHASAMUND,Other Rabi pulses,2009,Rabi,79.0,22.0,0.278481013,956.6
Chhattisgarh,RAIGARH,Other Rabi pulses,2007,Rabi,273.0,68.0,0.249084249,1281.2
Chhattisgarh,RAIGARH,Other Rabi pulses,2008,Rabi,252.0,65.0,0.257936508,1108.5
Chhattisgarh,RAIGARH,Other Rabi pulses,2009,Rabi,275.0,58.0,0.210909091,956.6
Chhattisgarh,RAIPUR,Other Rabi pulses,2007,Rabi,268.0,84.0,0.313432836,1281.2
Chhattisgarh,RAIPUR,Other Rabi pulses,2008,Rabi,252.0,80.0,0.317460317,1108.5
Chhattisgarh,RAIPUR,Other Rabi pulses,2009,Rabi,226.0,64.0,0.283185841,956.6
Chhattisgarh,RAJNANDGAON,Other Rabi pulses,2007,Rabi,132.0,45.0,0.340909091,1281.2
Chhattisgarh,RAJNANDGAON,Other Rabi pulses,2008,Rabi,145.0,44.0,0.303448276,1108.5
Chhattisgarh,RAJNANDGAON,Other Rabi pulses,2009,Rabi,112.0,21.0,0.1875,956.6
Chhattisgarh,SURGUJA,Other Rabi pulses,2008,Rabi,3.0,1.0,0.333333333,1108.5
Chhattisgarh,BASTAR,Other Kharif pulses,2007,Kharif,432.0,53.0,0.122685185,1281.2
Chhattisgarh,BASTAR,Other Kharif pulses,2008,Kharif,442.0,52.0,0.117647059,1108.5
Chhattisgarh,BASTAR,Other Kharif pulses,2009,Kharif,493.0,59.0,0.119675456,956.6
Chhattisgarh,BIJAPUR,Other Kharif pulses,2007,Kharif,252.0,30.0,0.119047619,1281.2
Chhattisgarh,BIJAPUR,Other Kharif pulses,2008,Kharif,268.0,32.0,0.119402985,1108.5
Chhattisgarh,BIJAPUR,Other Kharif pulses,2009,Kharif,175.0,7.0,0.04,956.6
Chhattisgarh,BILASPUR,Other Kharif pulses,2007,Kharif,313.0,135.0,0.431309904,1281.2
Chhattisgarh,BILASPUR,Other Kharif pulses,2008,Kharif,321.0,146.0,0.45482866,1108.5
Chhattisgarh,BILASPUR,Other Kharif pulses,2009,Kharif,300.0,127.0,0.423333333,956.6
Chhattisgarh,DANTEWADA,Other Kharif pulses,2007,Kharif,531.0,42.0,0.079096045,1281.2
Chhattisgarh,DANTEWADA,Other Kharif pulses,2008,Kharif,509.0,52.0,0.1021611,1108.5
Chhattisgarh,DANTEWADA,Other Kharif pulses,2009,Kharif,586.0,44.0,0.075085324,956.6
Chhattisgarh,DHAMTARI,Other Kharif pulses,2007,Kharif,183.0,58.0,0.316939891,1281.2
Chhattisgarh,DHAMTARI,Other Kharif pulses,2008,Kharif,162.0,56.0,0.345679012,1108.5
Chhattisgarh,DHAMTARI,Other Kharif pulses,2009,Kharif,160.0,56.0,0.35,956.6
Chhattisgarh,DURG,Other Kharif pulses,2007,Kharif,5.0,1.0,0.2,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Other Kharif pulses,2007,Kharif,269.0,107.0,0.397769517,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Other Kharif pulses,2008,Kharif,235.0,104.0,0.442553191,1108.5
Chhattisgarh,JANJGIR-CHAMPA,Other Kharif pulses,2009,Kharif,231.0,98.0,0.424242424,956.6
Chhattisgarh,JASHPUR,Other Kharif pulses,2007,Kharif,379.0,99.0,0.26121372,1281.2
Chhattisgarh,JASHPUR,Other Kharif pulses,2008,Kharif,339.0,92.0,0.271386431,1108.5
Chhattisgarh,JASHPUR,Other Kharif pulses,2009,Kharif,348.0,95.0,0.272988506,956.6
Chhattisgarh,KABIRDHAM,Other Kharif pulses,2007,Kharif,46.0,11.0,0.239130435,1281.2
Chhattisgarh,KABIRDHAM,Other Kharif pulses,2008,Kharif,32.0,9.0,0.28125,1108.5
Chhattisgarh,KABIRDHAM,Other Kharif pulses,2009,Kharif,11.0,3.0,0.272727273,956.6
Chhattisgarh,KANKER,Other Kharif pulses,2007,Kharif,435.0,53.0,0.12183908,1281.2
Chhattisgarh,KANKER,Other Kharif pulses,2008,Kharif,426.0,44.0,0.103286385,1108.5
Chhattisgarh,KANKER,Other Kharif pulses,2009,Kharif,436.0,69.0,0.158256881,956.6
Chhattisgarh,KORBA,Other Kharif pulses,2007,Kharif,766.0,292.0,0.381201044,1281.2
Chhattisgarh,KORBA,Other Kharif pulses,2008,Kharif,706.0,318.0,0.450424929,1108.5
Chhattisgarh,KORBA,Other Kharif pulses,2009,Kharif,1070.0,259.0,0.242056075,956.6
Chhattisgarh,MAHASAMUND,Other Kharif pulses,2007,Kharif,126.0,81.0,0.642857143,1281.2
Chhattisgarh,MAHASAMUND,Other Kharif pulses,2008,Kharif,119.0,37.0,0.31092437,1108.5
Chhattisgarh,MAHASAMUND,Other Kharif pulses,2009,Kharif,143.0,42.0,0.293706294,956.6
Chhattisgarh,NARAYANPUR,Other Kharif pulses,2007,Kharif,27.0,1.0,0.037037037,1281.2
Chhattisgarh,NARAYANPUR,Other Kharif pulses,2008,Kharif,19.0,1.0,0.052631579,1108.5
Chhattisgarh,NARAYANPUR,Other Kharif pulses,2009,Kharif,19.0,2.0,0.105263158,956.6
Chhattisgarh,RAIGARH,Other Kharif pulses,2007,Kharif,1430.0,410.0,0.286713287,1281.2
Chhattisgarh,RAIGARH,Other Kharif pulses,2008,Kharif,1182.0,347.0,0.29357022,1108.5
Chhattisgarh,RAIGARH,Other Kharif pulses,2009,Kharif,1129.0,326.0,0.288751107,956.6
Chhattisgarh,RAIPUR,Other Kharif pulses,2007,Kharif,424.0,131.0,0.308962264,1281.2
Chhattisgarh,RAIPUR,Other Kharif pulses,2008,Kharif,345.0,109.0,0.315942029,1108.5
Chhattisgarh,RAIPUR,Other Kharif pulses,2009,Kharif,358.0,116.0,0.324022346,956.6
Chhattisgarh,RAJNANDGAON,Other Kharif pulses,2007,Kharif,260.0,78.0,0.3,1281.2
Chhattisgarh,RAJNANDGAON,Other Kharif pulses,2008,Kharif,270.0,84.0,0.311111111,1108.5
Chhattisgarh,RAJNANDGAON,Other Kharif pulses,2009,Kharif,274.0,69.0,0.251824818,956.6
Chhattisgarh,SURGUJA,Other Kharif pulses,2007,Kharif,1011.0,267.0,0.264094955,1281.2
Chhattisgarh,SURGUJA,Other Kharif pulses,2008,Kharif,1055.0,260.0,0.246445498,1108.5
Chhattisgarh,SURGUJA,Other Kharif pulses,2009,Kharif,1094.0,224.0,0.204753199,956.6
Chhattisgarh,BASTAR,Peas & beans (Pulses),2007,Rabi,312.0,91.0,0.291666667,1281.2
Chhattisgarh,BASTAR,Peas & beans (Pulses),2008,Rabi,299.0,87.0,0.2909699,1108.5
Chhattisgarh,BASTAR,Peas & beans (Pulses),2009,Rabi,344.0,97.0,0.281976744,956.6
Chhattisgarh,BILASPUR,Peas & beans (Pulses),2007,Rabi,825.0,284.0,0.344242424,1281.2
Chhattisgarh,BILASPUR,Peas & beans (Pulses),2008,Rabi,894.0,313.0,0.350111857,1108.5
Chhattisgarh,BILASPUR,Peas & beans (Pulses),2009,Rabi,870.0,288.0,0.331034483,956.6
Chhattisgarh,DHAMTARI,Peas & beans (Pulses),2007,Rabi,1996.0,779.0,0.390280561,1281.2
Chhattisgarh,DHAMTARI,Peas & beans (Pulses),2008,Rabi,2696.0,1053.0,0.390578635,1108.5
Chhattisgarh,DHAMTARI,Peas & beans (Pulses),2009,Rabi,1589.0,620.0,0.390182505,956.6
Chhattisgarh,DURG,Peas & beans (Pulses),2007,Rabi,1384.0,483.0,0.348988439,1281.2
Chhattisgarh,DURG,Peas & beans (Pulses),2008,Rabi,1073.0,368.0,0.342963653,1108.5
Chhattisgarh,DURG,Peas & beans (Pulses),2009,Rabi,1062.0,306.0,0.288135593,956.6
Chhattisgarh,JANJGIR-CHAMPA,Peas & beans (Pulses),2007,Rabi,222.0,82.0,0.369369369,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Peas & beans (Pulses),2008,Rabi,218.0,78.0,0.357798165,1108.5
Chhattisgarh,JANJGIR-CHAMPA,Peas & beans (Pulses),2009,Rabi,191.0,63.0,0.329842932,956.6
Chhattisgarh,JASHPUR,Peas & beans (Pulses),2007,Rabi,815.0,270.0,0.331288344,1281.2
Chhattisgarh,JASHPUR,Peas & beans (Pulses),2008,Rabi,872.0,300.0,0.344036697,1108.5
Chhattisgarh,JASHPUR,Peas & beans (Pulses),2009,Rabi,827.0,294.0,0.355501814,956.6
Chhattisgarh,KABIRDHAM,Peas & beans (Pulses),2007,Rabi,310.0,84.0,0.270967742,1281.2
Chhattisgarh,KABIRDHAM,Peas & beans (Pulses),2008,Rabi,315.0,86.0,0.273015873,1108.5
Chhattisgarh,KABIRDHAM,Peas & beans (Pulses),2009,Rabi,398.0,108.0,0.271356784,956.6
Chhattisgarh,KANKER,Peas & beans (Pulses),2007,Rabi,1981.0,651.0,0.328621908,1281.2
Chhattisgarh,KANKER,Peas & beans (Pulses),2008,Rabi,1989.0,579.0,0.291101056,1108.5
Chhattisgarh,KANKER,Peas & beans (Pulses),2009,Rabi,1981.0,559.0,0.282180717,956.6
Chhattisgarh,KORBA,Peas & beans (Pulses),2007,Rabi,219.0,59.0,0.269406393,1281.2
Chhattisgarh,KORBA,Peas & beans (Pulses),2008,Rabi,203.0,73.0,0.359605911,1108.5
Chhattisgarh,KORBA,Peas & beans (Pulses),2009,Rabi,142.0,47.0,0.330985915,956.6
Chhattisgarh,KOREA,Peas & beans (Pulses),2007,Rabi,147.0,49.0,0.333333333,1281.2
Chhattisgarh,KOREA,Peas & beans (Pulses),2008,Rabi,278.0,121.0,0.435251799,1108.5
Chhattisgarh,KOREA,Peas & beans (Pulses),2009,Rabi,276.0,98.0,0.355072464,956.6
Chhattisgarh,MAHASAMUND,Peas & beans (Pulses),2007,Rabi,231.0,79.0,0.341991342,1281.2
Chhattisgarh,MAHASAMUND,Peas & beans (Pulses),2008,Rabi,220.0,73.0,0.331818182,1108.5
Chhattisgarh,MAHASAMUND,Peas & beans (Pulses),2009,Rabi,231.0,102.0,0.441558442,956.6
Chhattisgarh,NARAYANPUR,Peas & beans (Pulses),2007,Rabi,38.0,11.0,0.289473684,1281.2
Chhattisgarh,NARAYANPUR,Peas & beans (Pulses),2008,Rabi,38.0,11.0,0.289473684,1108.5
Chhattisgarh,NARAYANPUR,Peas & beans (Pulses),2009,Rabi,13.0,4.0,0.307692308,956.6
Chhattisgarh,RAIGARH,Peas & beans (Pulses),2007,Rabi,1286.0,465.0,0.361586314,1281.2
Chhattisgarh,RAIGARH,Peas & beans (Pulses),2008,Rabi,1202.0,435.0,0.361896839,1108.5
Chhattisgarh,RAIGARH,Peas & beans (Pulses),2009,Rabi,981.0,295.0,0.300713558,956.6
Chhattisgarh,RAIPUR,Peas & beans (Pulses),2007,Rabi,3267.0,1105.0,0.338230793,1281.2
Chhattisgarh,RAIPUR,Peas & beans (Pulses),2008,Rabi,3269.0,1106.0,0.338329764,1108.5
Chhattisgarh,RAIPUR,Peas & beans (Pulses),2009,Rabi,2487.0,874.0,0.351427423,956.6
Chhattisgarh,RAJNANDGAON,Peas & beans (Pulses),2007,Rabi,204.0,60.0,0.294117647,1281.2
Chhattisgarh,RAJNANDGAON,Peas & beans (Pulses),2008,Rabi,235.0,66.0,0.280851064,1108.5
Chhattisgarh,RAJNANDGAON,Peas & beans (Pulses),2009,Rabi,291.0,82.0,0.281786942,956.6
Chhattisgarh,SURGUJA,Peas & beans (Pulses),2007,Rabi,3078.0,1335.0,0.433723197,1281.2
Chhattisgarh,SURGUJA,Peas & beans (Pulses),2008,Rabi,3091.0,1340.0,0.433516661,1108.5
Chhattisgarh,SURGUJA,Peas & beans (Pulses),2009,Rabi,3081.0,1225.0,0.397598182,956.6
Chhattisgarh,BASTAR,Potato,2007,Kharif,6.0,54.0,9.0,1281.2
Chhattisgarh,BASTAR,Potato,2007,Rabi,173.0,910.0,5.260115607,1281.2
Chhattisgarh,BASTAR,Potato,2008,Kharif,9.0,47.0,5.222222222,1108.5
Chhattisgarh,BASTAR,Potato,2008,Rabi,184.0,970.0,5.27173913,1108.5
Chhattisgarh,BASTAR,Potato,2009,Whole Year,175.0,852.0,4.868571429,956.6
Chhattisgarh,BILASPUR,Potato,2007,Kharif,2.0,9.0,4.5,1281.2
Chhattisgarh,BILASPUR,Potato,2007,Rabi,536.0,2489.0,4.643656716,1281.2
Chhattisgarh,BILASPUR,Potato,2008,Rabi,543.0,2617.0,4.819521179,1108.5
Chhattisgarh,BILASPUR,Potato,2009,Whole Year,514.0,2501.0,4.865758755,956.6
Chhattisgarh,DHAMTARI,Potato,2007,Kharif,18.0,181.0,10.05555556,1281.2
Chhattisgarh,DHAMTARI,Potato,2007,Rabi,3.0,18.0,6.0,1281.2
Chhattisgarh,DHAMTARI,Potato,2008,Rabi,12.0,72.0,6.0,1108.5
Chhattisgarh,DHAMTARI,Potato,2009,Whole Year,5.0,28.0,5.6,956.6
Chhattisgarh,DURG,Potato,2007,Kharif,6.0,27.0,4.5,1281.2
Chhattisgarh,DURG,Potato,2007,Rabi,16.0,77.0,4.8125,1281.2
Chhattisgarh,DURG,Potato,2008,Rabi,13.0,47.0,3.615384615,1108.5
Chhattisgarh,DURG,Potato,2009,Whole Year,2.0,9.0,4.5,956.6
Chhattisgarh,JANJGIR-CHAMPA,Potato,2007,Kharif,17.0,143.0,8.411764706,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Potato,2007,Rabi,305.0,1513.0,4.960655738,1281.2
Chhattisgarh,JANJGIR-CHAMPA,Potato,2008,Rabi,314.0,1513.0,4.818471338,1108.5
Chhattisgarh,JANJGIR-CHAMPA,Potato,2009,Whole Year,314.0,1528.0,4.866242038,956.6
Chhattisgarh,JASHPUR,Potato,2007,Kharif,1037.0,4617.0,4.452266152,1281.2
Chhattisgarh,JASHPUR,Potato,2007,Rabi,1046.0,5003.0,4.782982792,1281.2
Chhattisgarh,JASHPUR,Potato,2008,Rabi,1055.0,2586.0,2.451184834,1108.5
Chhattisgarh,JASHPUR,Potato,2009,Whole Year,2438.0,10902.0,4.471698113,956.6
Chhattisgarh,KABIRDHAM,Potato,2007,Kharif,7.0,44.0,6.285714286,1281.2
Chhattisgarh,KABIRDHAM,Potato,2007,Rabi,80.0,298.0,3.725,1281.2
Chhattisgarh,KABIRDHAM,Potato,2008,Rabi,179.0,667.0,3.726256983,1108.5
Chhattisgarh,KABIRDHAM,Potato,2009,Whole Year,76.0,264.0,3.473684211,956.6
Chhattisgarh,KANKER,Potato,2007,Rabi,1.0,5.0,5.0,1281.2
Chhattisgarh,KANKER,Potato,2008,Rabi,1.0,5.0,5.0,1108.5
Chhattisgarh,KANKER,Potato,2009,Whole Year,1.0,5.0,5.0,956.6
Chhattisgarh,KORBA,Potato,2007,Kharif,1.0,7.0,7.0,1281.2
Chhattisgarh,KORBA,Potato,2007,Rabi,191.0,795.0,4.162303665,1281.2
Chhattisgarh,KORBA,Potato,2008,Rabi,213.0,1026.0,4.816901408,1108.5
Chhattisgarh,KORBA,Potato,2009,Whole Year,157.0,576.0,3.668789809,956.6
Chhattisgarh,KOREA,Potato,2007,Rabi,576.0,1923.0,3.338541667,1281.2
Chhattisgarh,KOREA,Potato,2008,Rabi,599.0,2177.0,3.634390651,1108.5
Chhattisgarh,KOREA,Potato,2009,Whole Year,602.0,1960.0,3.255813953,956.6
Chhattisgarh,MAHASAMUND,Potato,2007,Rabi,145.0,873.0,6.020689655,1281.2
Chhattisgarh,MAHASAMUND,Potato,2008,Rabi,129.0,766.0,5.937984496,1108.5
Chhattisgarh,MAHASAMUND,Potato,2009,Whole Year,144.0,757.0,5.256944444,956.6
Chhattisgarh,NARAYANPUR,Potato,2007,Rabi,1.0,9.0,9.0,1281.2
Chhattisgarh,NARAYANPUR,Potato,2008,Rabi,1.0,5.0,5.0,1108.5
Chhattisgarh,RAIGARH,Potato,2007,Rabi,924.0,4495.0,4.864718615,1281.2
Chhattisgarh,RAIGARH,Potato,2008,Rabi,959.0,4756.0,4.959332638,1108.5
Chhattisgarh,RAIGARH,Potato,2009,Whole Year,974.0,4356.0,4.472279261,956.6
Chhattisgarh,RAIPUR,Potato,2007,Kharif,3.0,15.0,5.0,1281.2
Chhattisgarh,RAIPUR,Potato,2007,Rabi,117.0,613.0,5.239316239,1281.2
Chhattisgarh,RAIPUR,Potato,2008,Rabi,125.0,718.0,5.744,1108.5
Chhattisgarh,RAIPUR,Potato,2009,Whole Year,123.0,738.0,6.0,956.6
Chhattisgarh,RAJNANDGAON,Potato,2007,Kharif,1.0,8.0,8.0,1281.2
Chhattisgarh,RAJNANDGAON,Potato,2007,Rabi,14.0,62.0,4.428571429,1281.2
Chhattisgarh,RAJNANDGAON,Potato,2008,Rabi,10.0,40.0,4.0,1108.5
Chhattisgarh,RAJNANDGAON,Potato,2009,Whole Year,34.0,136.0,4.0,956.6
Chhattisgarh,SURGUJA,Potato,2007,Kharif,812.0,2955.0,3.639162562,1281.2
Chhattisgarh,SURGUJA,Potato,2007,Rabi,5525.0,21594.0,3.90841629,1281.2
Chhattisgarh,SURGUJA,Potato,2008,Kharif,627.0,2621.0,4.180223285,1108.5
Chhattisgarh,SURGUJA,Potato,2008,Rabi,5756.0,24617.0,4.276754691,1108.5
Chhattisgarh,SURGUJA,Potato,2009,Whole Year,6517.0,21218.0,3.255792543,956.6
Chhattisgarh,BASTAR,Ragi,2007,Kharif,4716.0,1360.0,0.288379983,1281.2
Chhattisgarh,BASTAR,Ragi,2008,Kharif,4555.0,1281.0,0.281229418,1108.5
Chhattisgarh,BASTAR,Ragi,2009,Kharif,4616.0,1226.0,0.26559792,956.6
Chhattisgarh,BIJAPUR,Ragi,2007,Kharif,103.0,25.0,0.242718447,1281.2
Chhattisgarh,BIJAPUR,Ragi,2008,Kharif,88.0,30.0,0.340909091,1108.5
Chhattisgarh,BIJAPUR,Ragi,2009,Kharif,70.0,13.0,0.185714286,956.6
Chhattisgarh,DANTEWADA,Ragi,2007,Kharif,476.0,115.0,0.241596639,1281.2
Chhattisgarh,DANTEWADA,Ragi,2008,Kharif,394.0,78.0,0.197969543,1108.5
Chhattisgarh,DANTEWADA,Ragi,2009,Kharif,413.0,73.0,0.176755448,956.6
Chhattisgarh,DHAMTARI,Ragi,2007,Kharif,242.0,74.0,0.305785124,1281.2
Chhattisgarh,DHAMTARI,Ragi,2008,Kharif,178.0,54.0,0.303370787,1108.5
Chhattisgarh,DHAMTARI,Ragi,2009,Kharif,180.0,55.0,0.305555556,956.6
Chhattisgarh,DURG,Ragi,2007,Kharif,8.0,2.0,0.25,1281.2
Chhattisgarh,DURG,Ragi,2008,Kharif,21.0,6.0,0.285714286,1108.5
Chhattisgarh,DURG,Ragi,2009,Kharif,5.0,1.0,0.2,956.6
Chhattisgarh,JASHPUR,Ragi,2007,Kharif,607.0,153.0,0.252059308,1281.2
Chhattisgarh,JASHPUR,Ragi,2008,Kharif,701.0,178.0,0.253922967,1108.5
Chhattisgarh,JASHPUR,Ragi,2009,Kharif,504.0,128.0,0.253968254,956.6
Chhattisgarh,KANKER,Ragi,2007,Kharif,1527.0,454.0,0.297314997,1281.2
Chhattisgarh,KANKER,Ragi,2008,Kharif,1515.0,451.0,0.297689769,1108.5
Chhattisgarh,KANKER,Ragi,2009,Kharif,1529.0,455.0,0.297580118,956.6
Chhattisgarh,KOREA,Ragi,2007,Kharif,24.0,5.0,0.208333333,1281.2
Chhattisgarh,KOREA,Ragi,2008,Kharif,6.0,1.0,0.166666667,1108.5
Chhattisgarh,NARAYANPUR,Ragi,2007,Kharif,321.0,88.0,0.274143302,1281.2
Chhattisgarh,NARAYANPUR,Ragi,2008,Kharif,319.0,105.0,0.329153605,1108.5
Chhattisgarh,NARAYANPUR,Ragi,2009,Kharif,307.0,82.0,0.267100977,956.6
Chhattisgarh,RAIPUR,Ragi,2007,Kharif,648.0,177.0,0.273148148,1281.2
Chhattisgarh,RAIPUR,Ragi,2008,Kharif,658.0,220.0,0.334346505,1108.5
Chhattisgarh,RAJNANDGAON,Ragi,2007,Kharif,178.0,49.0,0.275280899,1281.2
Chhattisgarh,RAJNANDGAON,Ragi,2008,Kharif,178.0,48.0,0.269662921,1108.5
Chhattisgarh,RAJNANDGAON,Ragi,2009,Kharif,164.0,44.0,0.268292683,956.6
Chhattisgarh,SURGUJA,Ragi,2007,Kharif,488.0,94.0,0.192622951,1281.2
Chhattisgarh,SURGUJA,Ragi,2008,Kharif,471.0,98.0,0.208067941,1108.5
Chhattisgarh,SURGUJA,Ragi,2009,Kharif,495.0,125.0,0.252525253,956.6
Chhattisgarh,BASTAR,Rapeseed &Mustard,2007,Rabi,2455.0,1158.0,0.471690428,1281.2
Chhattisgarh,BASTAR,Rapeseed &Mustard,2008,Rabi,2387.0,848.0,0.355257646,1108.5
Chhattisgarh,BASTAR,Rapeseed &Mustard,2009,Rabi,2332.0,1428.0,0.612349914,956.6
